@T,table
Created,2019-11-16 11:13
Author,HortonMachine library
@H,timestamp,value_1
ID,,1
Type,Date,Double
Format,yyyy-MM-dd HH:mm,
,2015-07-21 00:00,0.0
,2015-07-21 01:00,0.0
,2015-07-21 02:00,0.0
,2015-07-21 03:00,0.0
,2015-07-21 04:00,0.0
,2015-07-21 05:00,0.0
,2015-07-21 06:00,0.0
,2015-07-21 07:00,46.93390133954948
,2015-07-21 08:00,67.9427599178341
,2015-07-21 09:00,67.27642338547676
,2015-07-21 10:00,65.77262629839207
,2015-07-21 11:00,63.96308700934108
,2015-07-21 12:00,63.73468523841523
,2015-07-21 13:00,63.16968480756811
,2015-07-21 14:00,62.89849350425618
,2015-07-21 15:00,63.949591210835216
,2015-07-21 16:00,65.32856449442495
,2015-07-21 17:00,62.73042095367342
,2015-07-21 18:00,45.81070962467111
,2015-07-21 19:00,0.0
,2015-07-21 20:00,0.0
,2015-07-21 21:00,0.0
,2015-07-21 22:00,0.0
,2015-07-21 23:00,0.0

